issuer_code,listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,registry_id
LVE,2014-12-5,Software & Services,No,http://www.lovegroup.co/,"c/ Minerva Corporate, Level 8, 99 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",08 9486 4036,08 9486 4799,1
LOV,2014-12-18,Retailing,No,http://www.lovisa.com,"Level 1, 818 Glenferrie Rd, HAWTHORN, VIC, AUSTRALIA, 3122",(03) 9831 1800,(03) 9804 0060,27
LRT,2018-3-22,Not Applic,No,http://www.cremornecapital.com/lrf-profile,"Terrain Capital, 8 Chapel St, Richmond, VIC, AUSTRALIA, 3121",03 9665 2499,-,4
LOM,2006-12-19,Materials,No,http://www.lucapa.com.au,"34 Bagot Road, SUBIACO, WA, AUSTRALIA, 6008",(08) 9381 5995,(08) 9380 9314,3
LRM,2017-11-15,Energy,No,http://www.lustrumminerals.com.au,"Suite 9, 330 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6489 1600,+61 8 6489 1601,4
LYL,2004-12-17,Capital Goods,No,http://www.lycopodium.com.au,"1 Adelaide Terrace, EAST PERTH, WA, AUSTRALIA, 6004",(08) 6210 5222,(08) 6210 5201,16
LYC,1986-9-11,Materials,No,http://www.lynascorp.com/,"Suite 3, 5 Tully Road, EAST PERTH, WA, AUSTRALIA, 6004",+60 9 582 5200,+60 9 582 5291,8
M8S,2019-12-11,Commercial & Professional Services,No,,"C/ - 4C Consulting Pty Ltd, Unit 5 145 Walcott Street, MOUNT LAWLEY, WA, AUSTRALIA, 6050",08 6140 9521,-,16
MLD,2010-11-3,Materials,No,http://www.maca.net.au,"45 Division Street, WELSHPOOL, WA, AUSTRALIA, 6106",(08) 6242 2600,(08) 6242 2677,16
MIO,2019-12-6,Materials,No,http://www.macarthurminerals.com,"Suite G03, 555 Coronation Drive, TOOWONG, QLD, AUSTRALIA, 4066",(07) 3221 1796,(07) 3221 6152,15
M7T,2005-11-30,Health Care Equipment & Services,No,http://www.mach7t.com/,"Level 2, 20 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",424750737,-,27
MAH,1983-12-1,Materials,No,http://www.macmahon.com.au/,"15 Hudswell Road, PERTH AIRPORT, WA, AUSTRALIA, 6105",(08) 9232 1000,(08) 9232 1001,16
MBL,1996-7-29,Not Applic,No,http://www.macquarie.com.au/mblhb/,"Level 6, 50 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8232 3333,(02) 8237 1899,8
MQG,2007-11-5,Diversified Financials,No,http://www.macquarie.com.au,"Level 6, 50 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8232 3333,(02) 8237 1899,8
MAQ,1999-9-27,Telecommunication Services,No,,"Level 15, 2 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",-,-,8
MAD,2019-10-1,Commercial & Professional Services,No,https://www.madergroup.com.au/,"HKEW Alpha Building, Suite A1, 2 George Wiencke Drive, PERTH AIRPORT, WA, AUSTRALIA, 6105",+61 (8) 9353 3393,-,16
MFG,2004-7-1,Diversified Financials,No,http://www.magellangroup.com.au,"Level 36, 19 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",61292354888,6192354800,8
MGG,2017-10-18,Not Applic,No,http://www.magellangroup.com.au,"Level 36, MLC Centre, 19 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 9235 4888,-,8
MHH,2019-10-11,Not Applic,No,http://www.magellangroup.com.au,"Level 36, MLC Centre, 19 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9235 4888,-,8
MAG,2017-5-19,Materials,No,http://www.magmaticresources.com,"Suite 8, Level 1, Outram Centre, 1297 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6102 2709,-,16
MAU,2007-4-5,Materials,No,http://www.magres.com.au,"Level 1, 44A Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9226 1777,(08) 9325 3099,3
MGT,2006-4-6,Materials,No,http://www.magnetitemines.com/,"Suite 17, Level 1, 22 Greenhill Road, WAYVILLE, SA, AUSTRALIA, 5034",(08) 8427 0516,08 8427 0515,16
MNS,2005-10-25,Materials,No,http://www.magnis.com.au/,"Suite 9.03, Level 9, Aurora Place, 88 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8397 9888,02 8397 9801,27
MGU,1987-4-23,Materials,No,http://www.mmel.com.au,"Suite 2, Churchill Court, 234 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",08 6280 0245,08 9381 2855,16
MGL,1983-7-7,Materials,No,http://www.magontec.com,"Suite 1.03, 46a Macleay Street, POTTS POINT, NSW, AUSTRALIA, 2011",+61 2 8005 4109,+61 2 9252 8960,8
MAI,2015-10-1,Diversified Financials,No,http://www.mainstreamgroup.com,"Level 1, 51-57 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9247 3326,02 9251 3525,29
MKG,2018-4-16,Materials,No,http://www.makogold.com.au,"Level 8, Waterfront Place, 1 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3212 9213,07 3108 3501,24
MAR,2002-11-26,Materials,No,http://www.malachite.com.au,"Level 4, 283 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9251 0032,(02) 9475 0439,18
MLL,2006-12-6,Materials,No,http://www.malilithium.com,"U 18, Second Floor, Spectrum Building, 100-104 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",+61 61496100,+61 8 93155475,16
MTL,2003-11-6,Software & Services,No,http://www.manalto.com,"Regal Gardens, 249 Annangrove Road, ANNANGROVE, NSW, AUSTRALIA, 2155",08 9482 0500,08 9482 0505,19
MSR,2008-7-22,Materials,No,http://www.manasresources.com.au,"Level 2, Suite 9, 389 Oxford Street, MOUNT HAWTHORN, WA, AUSTRALIA, 6016",+61 8 9380 6062,+61 8 9380 6761,3
MAN,1987-5-29,Materials,No,http://www.mandrakeresources.com.au,"Ground Floor, 24 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9200 3743,08 9200 3742,3
MHC,2008-1-29,Energy,No,http://www.manhattcorp.com.au,"Level 2, 33 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9322 6677,+61 8 9322 1961,16
MKR,2020-7-14,Materials,No,http://www.manukaresources.com.au,"Level 4, Grafton Bond Building, 201 Kent Street, SYDNEY, NSW, AUSTRALIA, 2000",0412 268 114,412268114,4
MEY,1985-10-23,Energy,No,http://www.marenicaenergy.com.au,"Office C1, 1139 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6555 1816,(08) 9334 8001,1
MCX,1986-6-20,Diversified Financials,No,http://www.marinercorporation.com.au,"Level 9, 32 Walker Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",02 9467 9980,02 8920 0085,19
MMM,2018-7-2,Consumer Services,No,https://marleyspoon.com,"Paul-Lincke-Ufer 39/40, AUSTRALIA,",4.92E+11,4.93E+12,23
MEU,2007-11-21,Energy,No,http://www.marmota.com.au,"Unit 6, 79-81 Brighton Road, GLENELG, SA, AUSTRALIA, 5045",(08) 8294 0899,(08) 8376 8633,27
MQR,2017-3-15,Materials,No,http://www.marqueeresources.com.au,"22 Townshend Road, SUBIACO, WA, AUSTRALIA, 6008",08 6380 2470,08 6211 5055,3
MYE,2010-5-7,Materials,No,http://www.mastermyne.com.au,"Level 1, Riverside Plaza, 45 River Street, MACKAY, QLD, AUSTRALIA, 4740",(07) 4963 0400,(07) 4944 0822,24
MZZ,2017-3-8,Materials,No,http://www.matadormining.com.au,"Level 1, Emerald House, 1202 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6143 6710,893888824,3
MCE,2009-11-16,Energy,No,http://www.matrixengineered.com,"150 Quill Way, HENDERSON, WA, AUSTRALIA, 6166",(08) 9412 1200,(08) 9412 1299,25
MAT,2005-4-20,Materials,No,http://www.matsa.com.au,"Suite 11, 139 Newcastle Street, PERTH, WA, AUSTRALIA, 6000",(08) 9230 3555,(08) 9227 0370,1
MXR,2005-10-26,Materials,No,http://www.maximusresources.com,"246 Angas Street, ADELAIDE, SA, AUSTRALIA, 5000",08 7324 3172,08 8312 5501,18
MXI,1994-12-7,Capital Goods,No,http://www.maxitrans.com,"346 Boundary Road, DERRIMUT, VIC, AUSTRALIA, 3030",(03) 8368 1177,(03) 8368 1178,19
MFD,2016-11-30,Consumer Services,No,http://www.mayfieldchildcare.com.au,"Level 2, 90 William Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 9654 8881,03 9654 8820,23
MYX,2007-6-29,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.maynepharma.com,"1538 Main North Road, SALISBURY SOUTH, SA, AUSTRALIA, 5106",(03) 8614 7777,(03) 9614 7022,19
MRL,2017-9-21,Materials,No,http://mayurresources.com/,"Level 7, 300 Adelaide Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3157 4400,-,8
MCM,1980-4-24,Energy,No,http://www.mcmining.co.za,"Suite 8, 7 The Esplanade, MOUNT PLEASANT, WA, AUSTRALIA, 6153",(08) 9316 9100,(08) 9315 5475,16
MCB,2007-6-7,Energy,No,http://www.kaliagroup.com,"2A / 300 Fitzgerald Street, NORTH PERTH, WA, AUSTRALIA, 6006",(08) 6424 8524,-,1
MEA,2015-12-7,Real Estate,No,http://www.mcgrath.com.au,"55 Pyrmont Street, PYRMONT, NSW, AUSTRALIA, 2009",02 9386 3333,-,23
MMS,2004-3-15,Commercial & Professional Services,No,http://www.mmsg.com.au,"Level 21, The Tower, Melbourne Central, 360 Elizabeth Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9097 3000,(03) 9097 3060,19
MOT,2019-4-29,Not Applic,No,https://metrics.com.au/,"Level 18, 123 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 022 033,-,4
MXT,2017-10-9,Not Applic,No,https://metrics.com.au/,"Level 18, 123 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 022 033,-,4
MCP,1962-6-30,Household & Personal Products,No,http://www.mcphersons.com.au,"105 Vanessa Street, KINGSGROVE, NSW, AUSTRALIA, 2280",(02) 9370 8000,(02) 9370 8090,19
MSG,2012-1-17,Commercial & Professional Services,No,http://www.mcssecurity.com.au,"3/108 Winton Road, JOONDALUP, WA, AUSTRALIA, 6027",(08) 9301 2420,(08) 9301 2421,3
MMR,2006-5-29,Energy,No,http://www.mecresources.com.au,"Level 12, 225 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(08) 9245 6187,(08) 9200 6193,8
MDR,2011-5-26,Health Care Equipment & Services,No,http://www.medadvisor.com.au,"Level 2, 971 Burke Road, CAMBERWELL, VIC, AUSTRALIA, 3130",+61 3 9095 3036,+61 3 9428 4664,19
MBJ,2013-10-11,Not Applic,No,http://www.perpetual.com.au,"Securitisation Advisory Services P/L, Ground Floor, Darling Park Tower 1, 201 Sussex Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9118 72000,02 9118 7192,34
MDZ,2014-4-10,Not Applic,No,http://www.perpetual.com.au,"Securitisation Advisory Services Pty Ltd, Ground Floor, Darling Park Tower 1, SYDNEY, NSW, AUSTRALIA, 2000",02 9118 7200,02 9118 7192,34
MPZ,2014-6-17,Not Applic,No,http://www.perpetual.com.au,"Securitisation Advisory Services P/L, Ground Floor, Darling Park Tower 1, 201 Sussex Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9118 7200,02 9118 7192,34
MZC,2015-10-26,Not Applic,No,http://www.perpetual.com.au,"Securitisation Advisory Services Pty Ltd, Ground Floor, Darling Park Tower 1, SYDNEY, NSW, AUSTRALIA, 2000",-,02 9118 7192,35
MZF,2016-4-21,Not Applic,No,http://www.perpetual.com.au,"Securitisation Advisory Services Pty Ltd, Ground Floor, Darling Park Tower 1, SYDNEY, NSW, AUSTRALIA, 2000",-,02 9118 7192,34
MZT,2017-3-2,Not Applic,No,http://www.perpetual.com.au,"Securitisation Advisory Services Pty Ltd, Ground Floor, Darling Park Tower 1, SYDNEY, NSW, AUSTRALIA, 2000",02 9118 7219,02 9118 7192,34
MZ1,2017-7-21,Not Applic,No,http://www.perpetual.com.au,"Securitisation Advisory Services Pty Lim, Ground Floor, Darling Park Tower 1, SYDNEY, NSW, AUSTRALIA, 2000",-,(02) 9118 7192,34
MZ2,2018-1-24,Not Applic,No,http://www.perpetual.com.au,"Securitisation Advisory Services Pty Ltd, Ground Floor, Darling Park Tower 1, SYDNEY, NSW, AUSTRALIA, 2000",-,02 9118 7192,34
MPL,2014-11-25,Insurance,No,http://www.medibank.com.au,"720 Bourke Street, DOCKLANDS, VIC, AUSTRALIA, 3008",03 8622 5222,-,19
MEB,2001-1-29,Health Care Equipment & Services,No,http://www.medibio.com.au,"Level 4, 100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",+61 3 9692 7222,61 3 9077 9233,15
MVP,2003-12-15,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.medicaldev.com,"4, Caribbean Dve, SCORESBY, VIC, AUSTRALIA, 3179",(03) 9547 1888,(03) 9547 0262,19
MGZ,2004-2-5,Health Care Equipment & Services,No,http://www.medigard.com.au,"Suite 14A, 30 Tedder Avenue, MAIN BEACH, QLD, AUSTRALIA, 4217",(07) 5528 5640,(07) 55913445,8
MPH,2019-2-22,Retailing,No,http://medilandpharm.com.au,"Suite 19.04, Level 19, 219-227 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9261 1594,02 9261 1594,17
MDC,2015-7-14,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.medlab.co,"66 McCauley Street, ALEXANDRIA, NSW, AUSTRALIA, 2015",(02) 8188 0311,-,1
MML,2003-12-23,Materials,No,http://www.medusamining.com.au/,"Suite A, Level 1, 1 Preston Street, COMO, WA, AUSTRALIA, 6152",08 9474 1330,08 9474 1342,16
MP1,2015-12-17,Software & Services,No,http://www.megaport.com,"Level 4, 825 Ann Street, FORTITUDE VALLEY, QLD, AUSTRALIA, 4006",(07) 3088 7044,(07) 3088 5998,24
MJC,2006-12-21,Diversified Financials,No,http://mejoritycapital.com.au/,"Suite 1, Level 13, 49-51 York Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 886103,07 3135 7386,4
MAY,1998-3-27,Energy,No,http://www.melbana.com,"Level 3, 350 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8625 6000,03 9614 0660,27
MEM,2007-5-14,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.memphasys.com/,"30 -32 Richmond Road, HOMEBUSH WEST, NSW, AUSTRALIA, 2140",(02) 8415 7300,(02) 8415 7399,8
MVT,2007-4-5,Not Applic,No,http://www.mercantileinvestment.com.au,"Level 5, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8014 1188,(02) 8084 9918,23
MHI,1994-10-31,Consumer Durables & Apparel,No,http://www.lorettalee.com.hk,"Level 1, 31 Cliff Street, FREMANTLE, WA, AUSTRALIA, 6160",08 9435 3200,08 6444 7408,16
MCY,2013-5-10,Utilities,Yes,http://www.mercury.co.nz,"Level 3, 109 Carlton Gore Road, Newmarket, AUSTRALIA,",64 9 308 8200,64 9 308 8209,19
MEZ,2013-10-29,Utilities,Yes,http://www.meridianenergy.co.nz,"Level 2, 55 Lady Elizabeth Lane, Wellington Central, WELLINGTON, NSW, NEW ZEALAND, 6011",TBA,TBA,19
MSB,2004-12-16,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.mesoblast.com,"Level 38, 55 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9639 6036,(03) 9639 6030,27
MBK,2011-3-2,Materials,No,http://www.metalbank.com.au/,"Suite 2508, Level 25, 31 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8268 8691,02 8268 8699,4
MCT,2005-12-21,Materials,No,http://www.metalicity.com.au,"6 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",0403 535 391,08 9388 3006,22
MLM,2004-11-23,Materials,No,http://www.metallicaminerals.com.au,"71 Lytton Road, EAST BRISBANE, QLD, AUSTRALIA, 4169",(07) 3249 3000,(07) 3249 3001,24
MLS,1986-1-23,Materials,No,http://www.metalsaustralia.com.au,"1st Floor, 8 Parliament Place, WEST PERTH, WA, AUSTRALIA, 6005",08 9481 7833,08 9481 7835,1
MLX,2004-8-26,Materials,No,http://www.metalsx.com.au,"Level 5, 197 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",(08) 9220 5700,(08) 9220 5757,16
MSE,2009-10-16,Materials,No,http://www.metalsearch.com.au,"Level 4, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 6268 2698,+61 8 6268 2699,4
MTC,2017-2-24,Materials,No,http://www.metalstech.net,"Suite 1, 100 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",08 9388 0468,08 9388 0468,3
MTS,2005-4-8,Food & Staples Retailing,No,http://www.metcash.com,"1 Thomas Holt Drive, MACQUARIE PARK, NSW, AUSTRALIA, 2113",(02) 9741 3000,(02) 9741 3399,8
MEI,2004-7-16,Materials,No,http://www.meteoric.com.au,"Level 1, 33 Ord St, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9226 2011,(08) 9226 2099,3
MEL,2004-12-23,Energy,No,http://www.metgasco.com.au,"Level 2, 30 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6245 0060,(08) 6245 0060,23
MEQ,2013-10-21,Health Care Equipment & Services,Yes,http://www.metlifecare.co.nz,"Level 4, 20 Kent Street, Newmarket, AUSTRALIA,",+64 9539 8000,+64 9539 8003,20
MMI,2009-12-4,Materials,No,http://www.metromining.com.au,"Level 2, 247 Adelaide St, BRISBANE, QLD, AUSTRALIA, 4000",07 3009 8000,07 3221 4811,24
MPP,2014-7-30,Capital Goods,Yes,http://www.metroglass.co.nz/,"5 Lady Fisher Place, EAST TAMAKI, AUCKLAND, ., NEW ZEALAND, 2013",+64 9 927 3000,-,23
MFF,2006-12-19,Not Applic,No,https://www.mffcapital.com.au,"MLC Centre, Level 36 19 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",61292354888,61292354800,8
MXC,2006-12-21,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.mgcpharma.com.au,"1202 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6382 3390,(08) 9389 2099,16
MWR,2001-7-17,Media & Entertainment,No,http://www.mgmwireless.com,"The Parks, Suite 13, 154 Fullarton Road, ROSE PARK, ADELAIDE, SA, AUSTRALIA, 5067",08 8104 9555,08 8431 2400,18
MHJ,2016-7-7,Retailing,No,http://investor.michaelhill.com,"Metroplex on Gateway, 7 Smallwood Place, MURARRIE, QLD, AUSTRALIA, 4172",07 3114 3500,07 3911 1313,15
MX1,2015-12-22,Health Care Equipment & Services,No,http://www.micro-x.com,"A14, 6 MAB Eastern Promernade, Tonsley, CLOVELLY PARK, SA, AUSTRALIA, 5042",1300 386 019,-,19
MAM,2018-4-30,Diversified Financials,No,http://microequities.com.au,"Suite 3105, Level 31, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",02 9009 2900,-,23
MDI,2010-12-16,Materials,No,http://www.middleisland.com.au,"Suite 2, 11 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",+61 (0)8 9389 2111,+61 (0)8 9322 1474,3
MWY,2016-12-8,Materials,No,http://www.midwaylimited.com.au,"10 The Esplanade, NORTH SHORE, VIC, AUSTRALIA, 3214",03 5277 9255,03 5277 0667,19
MHD,2009-3-20,Consumer Durables & Apparel,No,http://www.millenniumltd.com.au,"Unit 9U, 175 Lower Gibbes Street, CHATSWOOD, NSW, AUSTRALIA, 2067",(02) 90878210,02 90878211,18
MIL,2015-11-26,Commercial & Professional Services,No,http://www.millenniumsg.com,"Level 1, 205 - 211 Forster Road, MOUNT WAVERLEY, VIC, AUSTRALIA, 3149",03 9296 2095,03 9562 6620,19
MAX,2006-12-20,Not Applic,No,http://www.milliniumalternatives.com.au/,"c/- Millinium Capital Managers Limited, Level 33, 19 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9080 2377,(02) 9080 2378,8
MLT,1962-4-17,Not Applic,No,http://www.milton.com.au,"Level 4, 50 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8006 5357,(02) 9251 7033,23
MNB,2010-10-18,Materials,No,http://www.minbos.com,"Suite 1, 245 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",(08) 6270 4610,(08) 6270 4614,3
MCR,1997-6-16,Materials,No,http://www.mincor.com.au/,"Ground Floor, 9 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",08-9476 7200,08-9321 8994,16
MDX,2004-12-8,Materials,No,http://www.mindax.com.au,"Suite 2, 11 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9389 2111,(08) 9389 2199,1
MRC,1981-8-14,Materials,No,http://www.mncom.com.au/,"39-43 Murray Road North, WELSHPOOL, WA, AUSTRALIA, 6106",+61 8 6253 1100,+61 8 9258 3601,25
MIN,2006-7-28,Materials,No,http://www.mineralresources.com.au/,"1 Sleat Road, APPLECROSS, WA, AUSTRALIA, 6153",(08) 9329 3600,(08) 9329 3601,16
MEP,2005-2-24,Materials,No,http://www.minotaurexploration.com.au,"Level 2, 99 Frome Street, ADELAIDE, SA, AUSTRALIA, 5000",(08) 8132 3400,(08) 8132 3499,18
MRR,2011-11-11,Materials,No,http://www.minrex.com.au,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",(08) 9481 0389,(08) 9481 0389,3
MNW,2007-8-2,Software & Services,No,http://www.mintpayments.com,"Level 4, 450 Victoria Road, GLADESVILLE, NSW, AUSTRALIA, 2111",(02) 8752 7888,(02) 8752 7899,23
MIR,2001-6-28,Not Applic,No,http://www.mirra.com.au/,"Level 21, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 9650 9911,03 9650 9100,19
MGR,1999-6-16,Real Estate,No,http://www.mirvac.com,"C/O Mirvac Limited, Level 28, 200 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9080 8000,(02) 9080 8111,23
MSV,2011-8-2,Materials,No,http://www.mitchellservices.com.au,"112 Bluestone Circuit, SEVENTEEN MILE ROCKS, QLD, AUSTRALIA, 4073",(07) 37227222,(07) 37227256,24
MTH,2002-11-18,Materials,No,http://www.mithrilresources.com.au,"Level 2, 480 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9614 0600,(03) 9614 0550,18
MRM,1999-6-21,Energy,No,http://www.mmaoffshore.com,"Endeavour Shed, 1 Mews Road, FREMANTLE, WA, AUSTRALIA, 6160",(08) 9431 7431,(08) 9431 7432,16
MMJ,2015-1-22,Not Applic,No,http://www.mmjgh.com.au,"Suite 518, Level 5, 165-167 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 8098 0819,+61 2 8080 8315,3
MIH,2013-9-13,Media & Entertainment,No,http://www.mncmi.com,"C/- Maples Corporate Services Limited, P.O. Box 309, Ugland House, AUSTRALIA,",+65 6840 3588,+61 2 9287 0350,23
MNF,2006-5-18,Telecommunication Services,No,http://www.mnfgroup.com.au,"Level 4, 580 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8008 8000,(02) 8008 8008,23
MBM,2008-7-17,Software & Services,No,http://www.mobecom.co,"Suite 1 Level 1, 54 Miller Street, SYDNEY, NSW, AUSTRALIA, 2060",(02) 9922 6988,02 9922 6966,8
MOB,2017-5-2,Technology Hardware & Equipment,No,https://mobilicom-ltd.com.au,"C/- Mertons Corporate Services Pty Ltd, Level 7, 330 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",-,-,8
MOE,2017-4-10,Diversified Financials,No,http://www.moelisaustralia.com.au,"Level 27, Governor Phillip Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8288 5555,-,8
MOH,2018-11-7,Materials,No,http://www.mohoresources.com.au,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",08 6269 3300,-,1
MPO,1986-12-23,Energy,No,http://www.molopoenergy.com,"Suite 3, Level 2, 470 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8459 2200,(03) 8459 2200,19
MND,1991-3-28,Capital Goods,No,http://www.monadelphous.com.au/,"59 Albany Highway, VICTORIA PARK, WA, AUSTRALIA, 6100",(08) 9316 1255,(08) 9316 1950,16
MA1,2016-4-12,Not Applic,No,http://www.monashinvestors.com,"Level 12, Grosvenor Place, 225 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9237 8862,-,8
MVF,2014-6-26,Health Care Equipment & Services,No,http://www.monashivfgroup.com.au,"Pelaco Building 1, Level 1, 20-31 Goodwood Street, Richmond, VIC, AUSTRALIA, 3121",(03) 94208235,(03) 9452 8189,23
MNY,2006-10-19,Diversified Financials,No,http://www.money3.com.au,"Level 1, 40 Graduate Road, BUNDOORA, VIC, AUSTRALIA, 3083",(03) 9469 8200,(03) 9460 8300,27
MME,2019-12-12,Diversified Financials,No,https://www.moneyme.com.au/,"Level 3, 131 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 669 059,-,23
MRZ,2019-5-7,Materials,No,http://www.montroyalres.com,"Level 8, 2 Bligh Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8651 7800,-,3
MRV,1994-2-8,Energy,No,http://www.moretonresources.com.au/,"29 High Street, TEXAS, QLD, AUSTRALIA, 4385",(07) 3308 1838,(07) 3308 1838,23
MEC,2017-5-3,Diversified Financials,No,http://www.morphicasset.com,"Level 11, 179 Elizabeth St, SYDNEY, NSW, AUSTRALIA, 2000",02 9194 6707,02 9194 6707,17
MOC,2004-8-10,Banks,No,http://www.mortgagechoice.com.au,"Level 10, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 8907 0444,(02) 9922 1258,23
MOZ,2000-5-11,Retailing,No,https://mosaicbrandslimited.com.au/,"61 Dunning Avenue, ROSEBERRY, NSW, AUSTRALIA, 2018",285777777,-,18
MTO,2016-4-29,Retailing,No,http://www.mcholdings.com.au,"68 Moss Street, SLACKS CREEK, QLD, AUSTRALIA, 4127",(07) 3380 2235,(07) 3380 2234,15
MTB,1985-9-5,Materials,No,http://www.mountburgess.com,"8/800 Albany Highway, East Victoria Park, PERTH, WA, AUSTRALIA, 6101",+61 8 9355 0123,+61 8 9355 1484,1
MGX,1976-2-12,Materials,No,http://www.mtgibsoniron.com.au,"Level 1,, 2 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",08 9426 7500,08 9485 2305,16
MRD,2004-9-15,Materials,No,http://www.mtridleymines.com.au,"Ground Floor, 186 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",+61 8 6165 8858,+61 8 9481 0655,1
MPR,1974-1-1,Diversified Financials,No,http://www.mpower.com.au,"Level 4, 15 Bourke Road, MASCOT, NSW, AUSTRALIA, 2020",(02) 8788 4600,(02) 8275 6060,17
MRQ,2011-6-8,Materials,No,http://www.mrgmetals.com.au,"C/- RSM Australia, 12 Anderson Street West, BALLARAT, VIC, AUSTRALIA, 3350",(03) 5330 5800,(03) 5330 5890,4
MSL,2017-5-4,Software & Services,No,http://www.mpowermsl.com,"Level 1, 307 Queen Street, BRISBANE, QLD, AUSTRALIA, 4000",1800 679 701,+61 (0)7 3237 2152,15
MSM,1996-11-20,Media & Entertainment,No,http://www.msmci.com,"Level 8, 90 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 9013 7466,+61 3 9666 3301,1
